token	frequency	label	llm_reason	example_sentence_used
aage	71	HINGLISH	The word 'aage' is a Hindi term meaning 'ahead' or 'forward', commonly used in Romanized Hindi/Hinglish code-mixed text.	Jalne walo jalte raho.. Modi ji aap aage badho.. ModiInDubai
jaise	71	HINGLISH	The token 'jaise' means 'like' or 'as' in Hindi and is commonly used in Romanized Hindi/Hinglish.	mishrashiv Mishra ji ise haathi bol kar haathi jaise achche jeevo ko gaaliya na de nikhil__13 Ra_Bies
pyaar	71	HINGLISH	The token 'pyaar' means love in Hindi and is consistently used in its Romanized Hindi (Hinglish) sense across all examples.	ashutosh83B pyaar bech ke faayda kamate ho.. Dilli ki janta kabhi maaf nahi karegi
dete	70	HINGLISH	The token 'dete' is the Hindi verb form (from dena) meaning 'give' or 'let', used in all provided Romanized Hindi/English code-mixed examples.	slimswamy yehi to hum semjhane ki koshish kar rahe hain. Log to sab kuch ko issi mein tol dete hain. Context: …
tumhe	70	HINGLISH	The token 'tumhe' is a standard Romanized Hindi pronoun meaning 'to you'.	tum ye karoge mere saath? Maine aaj tak tumhe kuch ulta bhi kahan hai? Hadh hoti hai
aapke	69	HINGLISH	The token 'aapke' is a standard Romanized Hindi word meaning 'your'.	.MehrTarar bhabhi India me aapke saare dewar aapko yaad kar rahe hai..
teri	69	HINGLISH	The word 'teri' is a possessive pronoun meaning 'your' in Hindi/Hinglish across all provided examples.	Kanoon ne apna kaam kiya tabhi to teri terrorist beti ko maara. …
uske	69	HINGLISH	The token 'uske' is a Hindi pronoun meaning 'his/her/its' written in Roman script (Hinglish).	LoKarDi_RT uske liye toh bahot kuch karna padega ye pappiyon se kaam nahi chalega ForTheSakeOfHumanity
yaha	69	HINGLISH	The token 'yaha' is a Romanized Hindi word meaning 'here'.	masala_chaas arey yaha to zyada salary wale bhi jalte hai
maa	68	HINGLISH	The token 'maa' represents the Hindi word for mother in all provided code-mixed Romanized Hindi/English contexts.	same here bassss 20 ki jageh 5 milte the maa se . . . . :)
apna	67	HINGLISH	The word 'apna' is a Hindi pronoun meaning 'own', consistently used across all code-mixed examples.	agar ayesi he baat hai toh peechley 15 saalo se bjp waaley congress ke khilaf apna 'prattyashi' kyu khara kartey thein delhi vidhansabha election mein . . . ?
gayee	67	HINGLISH	The token 'gayee' is a Romanized Hindi word meaning 'went' or 'left', used consistently in Hinglish code-mixed sentences.	She wants to see my ration card.. Apne ghar se Bajrangi Bhaijaan ko bheja tha.. Bhool gayee …
if	66	ENGLISH	The word 'if' is a standard English conditional conjunction and appears with this exact function and spelling in all provided English/code-mixed sentences.	So if you think relationships are just about spending money .,.,.. i am glad you don't have any Girlfriend .,., :P
kha	66	HINGLISH	The token 'kha' means 'to eat' in Hindi (derived from 'khana') and is consistently used in Romanized Hindi contexts across the examples.	luncher paaji pehle chai k saath biscuit kha rahe the . .
nai	66	HINGLISH	The token 'nai' is a Romanized Hindi word meaning 'not' (nahin) in all provided examples.	w…ise tu boli nai ki hai kaha se
tripletalaq	66	HINGLISH	The token 'tripletalaq' refers to the South Asian religious/legal term 'triple talaq', written in Romanized Hindi/Urdu code-mixed text.	Besharmi ki hadd hoti hai!! Mahilaon ke naam pe dukaan chalane wale abhi tripletalaq ko support kar rahe hain. Sharia bhi koi cheez h by God!
duniya	65	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Entertainment sabko free ka hi chahiye hota hai, haaye ye zaalim duniya *wipes a tear*
jnu	65	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	violence abhi shuru kaha hua he " jab vo log vapas Bharat Murdabad ke naare lagate jnu jese " tab violence hota 0
twinitisha	65	HINGLISH	The token 'twinitisha' functions as a hybrid slang/social media term blended into the Romanized Hindi/English code-mixed context.	twinitisha phir to twitter walon ki khush-naseebi hai :)
aaye	64	HINGLISH	The token 'aaye' is a form of the Hindi verb 'aana' (to come), used consistently across the examples in Romanized Hindi contexts.	tere liye maaf, tu jab bhi aaye aur milne ka mood ho toh bata dena. akshaykanitkar MePurplelicious
dono	64	HINGLISH	The word 'dono' is a Romanized Hindi word meaning 'both', used consistently across all examples.	sawlanis2 Gunda raj aur jungle raj dono samapti ki or hai..Bus dekhte jao BJPAheadMGBDead
haath	64	HINGLISH	The token 'haath' is the Romanized Hindi word for 'hand'.	Varun_dvn aur haath kaisa hai bhai. Jyada bhar mat uthana. Parineeti ke sath koi movie to nahi kar rahe na
hamesha	63	HINGLISH	The word 'hamesha' is a standard Hindi word meaning 'always', written in Roman script.	Atheist_Krishna bhai bas kya hamesha Sunny Leone dikhau..
jata	63	HINGLISH	The token 'jata' comes from the Hindi verb 'jaana' (to go) and is used in Romanized Hindi contexts.	Alllahdin sab samajta hu main, pyar mein kabhi kabhi aisa ho jata hai
hahaha	62	ENGLISH	The token 'hahaha' represents universal internet laughter/onomatopoeia, which is commonly used across both English and Hinglish without linguistic shift.	hahaha very nice maine bhi kai bar kiya h .
hogi	62	HINGLISH	The token 'hogi' is the future tense form of the verb 'to be' in Hindi (written in Latin script).	note ye application google playstore se download hogi , toh fake toh ho hi nahi sakti " . . .
kyun	62	HINGLISH	The token 'kyun' means 'why' in Hindi and is written in Romanized form (Hinglish) across all examples.	chatpatidiary tum itne teekhe kyun hote ho mere saath? Kya kiya hai maine?
aati	61	HINGLISH	The token 'aati' is a form of the Hindi verb 'aana' (to come) commonly used in Romanized Hindi/Hinglish.	Gott_Partikel aankh band karte hi shruti hassan nazar aati hai :(
gya	61	HINGLISH	The token 'gya' is a transliteration of the Hindi word 'gaya' (went / happened).	bhai guddu . . kamaal kardi yr . . apne bhai pe gya h tu bilkul .
iamgunjangrunge	61	HINGLISH	no_context_default	
what	61	ENGLISH	The token 'what' is a standard English pronoun used in all provided examples.	it's wednesday !!you know what that means ....new episodes of the challenge: battle of the seasons &amp
hui	60	HINGLISH	The word 'hui' is a form of the Hindi auxiliary verb 'hona' (happened/occurred/completed), used consistently in Romanized Hindi contexts.	Bihar_ke_lala khusi hui tumhara janamdin aaya
sakte	60	HINGLISH	The token 'sakte' is a form of the Hindi auxiliary verb 'sakna' (can/be able to) written in Roman script.	razonater QararaRasha Sindh is not a property of Pakistan . The philosophy is that aap apna Sindh kahin bhi abaad kar sakte hen .
chuka	59	HINGLISH	The token 'chuka' is part of the Hindi auxiliary verb construction ('ho chuka hai', 'jaag chuka hai') in Romanized Hindi.	ye bohot pehle ho chuka hai … Dukhi_Engineer
indiantweeter	59	ENGLISH	The token 'indiantweeter' is a compound of English words ('indian' + 'tweeter') used as a Twitter/X handle or reference.	indiantweeter Jain ration gap ho jaega.
kyaukhaadlega	58	HINGLISH	no_context_default	
lete	58	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	garbage . . yaar tussi har bar dil jeet lete ho kasam se . . kya mast reality har bar saamne late ho . . . apni saari harkate yaad aa jati hai :p :d
logon	58	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	RoflGandhi_ infinite_aMy Guru ji ko pehchanne se inkar karne wale logon ko Pakistani visa ke sath passport muft diya jaaye. Pranam.
notebandi	58	HINGLISH	The token 'notebandi' is a Hindi word written in the Roman script meaning demonetization.	A small farmer in Mahoba " UttarPradesh : matar 6 rs kilo bech raha hun notebandi ke kaaran ! Ab chunaav me batayenge inko 0
chhod	57	HINGLISH	The token 'chhod' is a Romanized Hindi word meaning 'leave' or 'abandon', used consistently in all provided code-mixed sentences.	Bhai kuch kal ke liye bhi chhod de.. RT EconomicTimes KejriwalTakesOath: I hope that India wins the World Cup
haha	57	ENGLISH	The token 'haha' is a universal English/internet expression of laughter used identically across all provided examples.	Lambar_Daar haha bhai subah se idhar udhar ho raha hu MAKKARROMA
kare	57	HINGLISH	The token 'kare' is a form of the Hindi verb 'karna' (to do), commonly used in Romanized Hindi/Hinglish code-mixing.	bhagwan aisi girlfriend sabi ko de . . par start mujhse kare :p
subah	57	HINGLISH	The word 'subah' is the Hindi word for 'morning', used consistently across all code-mixed examples.	Lambar_Daar haha bhai subah se idhar udhar ho raha hu MAKKARROMA
aate	56	HINGLISH	The token 'aate' is a form of the Hindi verb 'aana' (to come) used in Romanized Hindi/Hinglish contexts across all examples.	Isse lag raha hai main ladki hu. Aise DM's aate hai mujhe.
akshaykanitkar	56	ENGLISH	The token 'akshaykanitkar' is a proper noun (a Twitter/social media handle) functioning independently of the surrounding Hindi or English text.	akshaykanitkar Sahi hai, bada aadmi hai tu. Kya chal raha hai? Kab milna?
defucktivehumor	56	HINGLISH	no_context_default	
hamare	56	HINGLISH	The token 'hamare' is a Romanized Hindi word meaning 'our'.	sir hamare ghar me white wash ho rhi thi . isliye copy ghar pe reh gayi :-d
khatam	56	HINGLISH	The word 'khatam' is a Hindi word meaning 'finished' or 'over', written in Romanized form.	Lagta hai Modi ji ka jio wala pack khatam ho Gaya hai tabhi tweet nahi kar rahe RightToPrivacy par JhaSanjay mukeshtiwariji DwaipayanM
nahin	56	HINGLISH	The token 'nahin' is a standard Romanized Hindi word meaning 'not'.	Matlab tum Karishma nahin Raveena ho? Aur woh jo Karishma thi, woh ab kahan ravana hai? …
retardedwriter	56	ENGLISH	The token is a compound of standard English words ('retarded' and 'writer') used as a username or insult in an English-mixed context.	YearOfRat batao aap, kahan milna hai? Alllahdin retardedwriter
tumne	56	HINGLISH	The token 'tumne' is a Romanized Hindi pronoun meaning 'you' (ergative case), commonly used in code-mixed Hinglish text.	Kya tumne kabhi kisi ko DP ke liye follow kiya? Kiyaaa Aur usne tumhe disappoint kiya? Kiyaaa.. Mujhe bhi kiya
aapne	55	HINGLISH	The token 'aapne' is a standard Romanized Hindi word meaning 'you' (honorific) in all provided contexts.	Journo: Laluji, aapne 11 bacche kyon paida kiye? Lalu: Kyonki uske baad hum thak gaye thay.
bohot	55	HINGLISH	The token 'bohot' is a Romanized Hindi word meaning 'very'.	ye bohot pehle ho chuka hai … Dukhi_Engineer
chalo	55	HINGLISH	The token 'chalo' is a widely used Hindi word meaning 'let's go' or 'come on', appearing consistently in Romanized Hindi contexts.	ROFLaaLa BeerOholic chalo plan karte hai
indvssa	55	HINGLISH	The token 'indvssa' is an abbreviation for 'India vs South Africa', a common colloquial shorthand used in South Asian sports discussions.	thats mauke pe chauka ... now no more mauka mauka ads :p indvssa cwc15
jaan	55	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Chacha jaan ye biwi hai keema paav nahi.
jao	55	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sawlanis2 Gunda raj aur jungle raj dono samapti ki or hai..Bus dekhte jao BJPAheadMGBDead
bhar	54	HINGLISH	The word 'bhar' means 'whole' or 'throughout' in Hindi (e.g., 'raat bhar', 'hafte bhar') and is a Romanized Hindi term.	tweeting_pal ab bata bhi de kiska.. raat bhar sochte rahenge Insane_chorri HathwalaThakur MeetUunngLee
dena	54	HINGLISH	The word 'dena' means 'to give' in Hindi and is used in Romanized Hindi contexts across all examples.	1 sookha puri aur dena bhaiya
kitne	54	HINGLISH	The token 'kitne' is a Hindi word meaning 'how many' or 'how much', written in Roman script.	kitne dukh ki baat hai na :(
lekin	54	HINGLISH	The word 'lekin' is a common Hindi conjunction meaning 'but' written in the Roman script.	lekin chalk laya kaha se ?
bahar	53	HINGLISH	The word 'bahar' is a Hindi word meaning 'outside' written in Roman script.	use to gate se bahar hote hi utarna compulsory tha . . .
magar	53	HINGLISH	The word 'magar' is a Hindi conjunction meaning 'but', consistently used across all code-mixed examples.	iska koi connect nahi tha iske saath, magar achha line hai. Main confused hu ke woh bhai desi hai ya videsi.
nikal	53	HINGLISH	The token 'nikal' is a Hindi verb (meaning to extract, derive, or come out) written in Romanized form, used consistently across the examples in Hindi/Hinglish contexts.	har cheez ka galat matlab nikal kar ye, galat shalat smmileys bhejti hai. Bahar se sanskaari andar se dhuandhari.
sharma	53	HINGLISH	The token 'sharma' is used both as a proper surname (Kapil Sharma) and as the Hindi verb 'sharma' (to blush), which is typical of Romanized Hindi code-mixing.	Usne bola aapne maan liya . Kapil sharma ne proof diya aapko aur chaiye .. Army ne surgicalstrike ki apko saboot chaiye . U need break
walo	53	HINGLISH	The token 'walo' (derived from Hindi 'vale/wale') is a Romanized Hindi suffix meaning 'those who' or 'belonging to'.	Jalne walo jalte raho.. Modi ji aap aage badho.. ModiInDubai
aajkal	52	HINGLISH	The word 'aajkal' is a common Hindi word meaning 'nowadays', written in Roman script.	Ojasism bhai aajkal sab ke paas 4-4 car hai.. Ab to kisi series me Helicopter gift hoga tab maza aayega
aane	52	HINGLISH	The token 'aane' is the inflected form of the Hindi verb 'aana' (to come), used consistently across the examples.	cha cha ? ab seedha Trump nazar aane laga ? Kasab se Trump tak ?
aisi	52	HINGLISH	The word 'aisi' is a Romanized Hindi word meaning 'such' or 'like this'.	Subah cheez hi aisi hai, mujhe raat pasand hai
baap	52	HINGLISH	The word 'baap' is a Hindi word meaning 'father', commonly used in Romanized Hindi/Hinglish text across these examples.	baap bda na , bhiya , , sbse bda rupaiya h aj k liye . . . . . .
itne	52	HINGLISH	The token 'itne' is a Romanized Hindi word meaning 'so many' or 'this much', used consistently in Hindi-English code-mixed contexts.	mai to itne games me b bas ninja turtles , street fighter , car race and mario khel kar khush tha baki games par dhyan dene ka tym kiske pas tha :-d
jio	52	PENDING_MANUAL_REVIEW	While 'Jio' originates as a brand name/proper noun for the Indian telecom company, in these Romanized texts it functions seamlessly in both English-mixed and Hindi-mixed sentences without changing its core identity.	Lagta hai Modi ji ka jio wala pack khatam ho Gaya hai tabhi tweet nahi kar rahe RightToPrivacy par JhaSanjay mukeshtiwariji DwaipayanM
sach	52	HINGLISH	The word 'sach' means 'truth' in Hindi, commonly used in Romanized Hindi/Hinglish code-mixed text.	Singhlicious ye sach hai milord
usse	52	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	usse dikkat nahi.. dikkat dikhawa ka hai
your	52	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	someUSER congratulations on you celebrating british kid singers sophia grace's and rosie's 1st anniversary of a visit of your show . how
aapko	51	HINGLISH	The token 'aapko' is a Hindi pronoun in the dative case written in the Latin script (Hinglish), meaning 'to you'.	Miss u msd " aadat ho gayi hai aapko captain dekhte hue .. Dhoni
