token	label	method
modiji	UNCERTAIN_NEEDS_LLM	unresolved
ok	ENGLISH	wordnet_exact
over	ENGLISH	wordnet_exact
paisa	ENGLISH	wordnet_exact
post	ENGLISH	wordnet_exact
problem	ENGLISH	wordnet_exact
saari	UNCERTAIN_NEEDS_LLM	unresolved
shaam	UNCERTAIN_NEEDS_LLM	unresolved
today	ENGLISH	wordnet_exact
very	ENGLISH	wordnet_exact
#	NON_LINGUISTIC	regex_prefilter
:/	NON_LINGUISTIC	regex_prefilter
???	NON_LINGUISTIC	regex_prefilter
achhi	UNCERTAIN_NEEDS_LLM	unresolved
bat	ENGLISH	wordnet_exact
girl	ENGLISH	wordnet_exact
him	UNCERTAIN_NEEDS_LLM	unresolved
holi	UNCERTAIN_NEEDS_LLM	unresolved
hun	ENGLISH	wordnet_exact
jayega	UNCERTAIN_NEEDS_LLM	unresolved
lage	UNCERTAIN_NEEDS_LLM	unresolved
lol.	NON_LINGUISTIC	regex_prefilter
morning	ENGLISH	wordnet_exact
re	ENGLISH	wordnet_exact
show	ENGLISH	wordnet_exact
tweets	ENGLISH	wordnet_exact
want	ENGLISH	wordnet_exact
:-/	NON_LINGUISTIC	regex_prefilter
@	NON_LINGUISTIC	regex_prefilter
aana	UNCERTAIN_NEEDS_LLM	unresolved
abe	UNCERTAIN_NEEDS_LLM	unresolved
baki	UNCERTAIN_NEEDS_LLM	unresolved
bin	ENGLISH	wordnet_exact
daal	UNCERTAIN_NEEDS_LLM	unresolved
dost	UNCERTAIN_NEEDS_LLM	unresolved
jaaye	UNCERTAIN_NEEDS_LLM	unresolved
karega	UNCERTAIN_NEEDS_LLM	unresolved
mast	ENGLISH	wordnet_exact
padega	UNCERTAIN_NEEDS_LLM	unresolved
pic	ENGLISH	wordnet_exact
rape	ENGLISH	wordnet_exact
s	ENGLISH	wordnet_exact
support	ENGLISH	wordnet_exact
zara	UNCERTAIN_NEEDS_LLM	unresolved
:-p	NON_LINGUISTIC	regex_prefilter
acha	UNCERTAIN_NEEDS_LLM	unresolved
aunty	ENGLISH	wordnet_exact
back	ENGLISH	wordnet_exact
batao	UNCERTAIN_NEEDS_LLM	unresolved
dilli	UNCERTAIN_NEEDS_LLM	unresolved
honge	UNCERTAIN_NEEDS_LLM	unresolved
isiliye	UNCERTAIN_NEEDS_LLM	unresolved
kis	ENGLISH	wordnet_exact
rhe	UNCERTAIN_NEEDS_LLM	unresolved
right	ENGLISH	wordnet_exact
roz	UNCERTAIN_NEEDS_LLM	unresolved
sakti	ENGLISH	wordnet_exact
she	UNCERTAIN_NEEDS_LLM	unresolved
super	ENGLISH	wordnet_exact
thank	ENGLISH	wordnet_exact
upar	UNCERTAIN_NEEDS_LLM	unresolved
waah	UNCERTAIN_NEEDS_LLM	unresolved
wapas	UNCERTAIN_NEEDS_LLM	unresolved
baba	ENGLISH	wordnet_exact
bhagwan	UNCERTAIN_NEEDS_LLM	unresolved
call	ENGLISH	wordnet_exact
coolfunnytshirt	UNCERTAIN_NEEDS_LLM	unresolved
galti	UNCERTAIN_NEEDS_LLM	unresolved
her	UNCERTAIN_NEEDS_LLM	unresolved
ho..	NON_LINGUISTIC	regex_prefilter
jana	UNCERTAIN_NEEDS_LLM	unresolved
kaafi	UNCERTAIN_NEEDS_LLM	unresolved
ladkiyon	UNCERTAIN_NEEDS_LLM	unresolved
late	ENGLISH	wordnet_exact
na?	NON_LINGUISTIC	regex_prefilter
nitishkanaklivikas	UNCERTAIN_NEEDS_LLM	unresolved
pr	ENGLISH	wordnet_exact
rahulgandhi	UNCERTAIN_NEEDS_LLM	unresolved
really	ENGLISH	wordnet_exact
wahi	UNCERTAIN_NEEDS_LLM	unresolved
warna	UNCERTAIN_NEEDS_LLM	unresolved
_/\_	NON_LINGUISTIC	regex_prefilter
andar	UNCERTAIN_NEEDS_LLM	unresolved
big	ENGLISH	wordnet_exact
bolta	UNCERTAIN_NEEDS_LLM	unresolved
bolte	UNCERTAIN_NEEDS_LLM	unresolved
change	ENGLISH	wordnet_exact
fans	ENGLISH	wordnet_exact
gaya.	NON_LINGUISTIC	regex_prefilter
iska	UNCERTAIN_NEEDS_LLM	unresolved
kahin	UNCERTAIN_NEEDS_LLM	unresolved
karenge	UNCERTAIN_NEEDS_LLM	unresolved
kiye	UNCERTAIN_NEEDS_LLM	unresolved
leke	UNCERTAIN_NEEDS_LLM	unresolved
our	UNCERTAIN_NEEDS_LLM	unresolved
padta	UNCERTAIN_NEEDS_LLM	unresolved
people	ENGLISH	wordnet_exact
sahab	UNCERTAIN_NEEDS_LLM	unresolved
teacher	ENGLISH	wordnet_exact
then	ENGLISH	wordnet_exact
zaroor	UNCERTAIN_NEEDS_LLM	unresolved
aapka	UNCERTAIN_NEEDS_LLM	unresolved
beti	UNCERTAIN_NEEDS_LLM	unresolved
bhabhi	UNCERTAIN_NEEDS_LLM	unresolved
end	ENGLISH	wordnet_exact
fussy_ca	NON_LINGUISTIC	regex_prefilter
got	ENGLISH	wordnet_exact
haal	UNCERTAIN_NEEDS_LLM	unresolved
ho?	NON_LINGUISTIC	regex_prefilter
kahi	UNCERTAIN_NEEDS_LLM	unresolved
lene	UNCERTAIN_NEEDS_LLM	unresolved
lol!	NON_LINGUISTIC	regex_prefilter
mario	UNCERTAIN_NEEDS_LLM	unresolved
mauka	UNCERTAIN_NEEDS_LLM	unresolved
much	ENGLISH	wordnet_exact
pad	ENGLISH	wordnet_exact
pagal	UNCERTAIN_NEEDS_LLM	unresolved
pakistani	ENGLISH	wordnet_exact
premlata_rai	NON_LINGUISTIC	regex_prefilter
shakal	UNCERTAIN_NEEDS_LLM	unresolved
tumko	UNCERTAIN_NEEDS_LLM	unresolved
yes	ENGLISH	wordnet_exact
6	NON_LINGUISTIC	regex_prefilter
achcha	UNCERTAIN_NEEDS_LLM	unresolved
arvind	UNCERTAIN_NEEDS_LLM	unresolved
bacha	UNCERTAIN_NEEDS_LLM	unresolved
ball	ENGLISH	wordnet_exact
bhai..	NON_LINGUISTIC	regex_prefilter
bhej	UNCERTAIN_NEEDS_LLM	unresolved
bhool	UNCERTAIN_NEEDS_LLM	unresolved
dear	ENGLISH	wordnet_exact
dimaag	UNCERTAIN_NEEDS_LLM	unresolved
fake	ENGLISH	wordnet_exact
garbage	ENGLISH	wordnet_exact
isko	UNCERTAIN_NEEDS_LLM	unresolved
jate	UNCERTAIN_NEEDS_LLM	unresolved
mana	UNCERTAIN_NEEDS_LLM	unresolved
officeofrg	UNCERTAIN_NEEDS_LLM	unresolved
poojamissra	UNCERTAIN_NEEDS_LLM	unresolved
rehta	UNCERTAIN_NEEDS_LLM	unresolved
roflaala	UNCERTAIN_NEEDS_LLM	unresolved
room	ENGLISH	wordnet_exact
still	ENGLISH	wordnet_exact
try	ENGLISH	wordnet_exact
wish	ENGLISH	wordnet_exact
bandh	UNCERTAIN_NEEDS_LLM	unresolved
behen	UNCERTAIN_NEEDS_LLM	unresolved
bolne	UNCERTAIN_NEEDS_LLM	unresolved
can't	NON_LINGUISTIC	regex_prefilter
chalta	UNCERTAIN_NEEDS_LLM	unresolved
chalu	UNCERTAIN_NEEDS_LLM	unresolved
do.	NON_LINGUISTIC	regex_prefilter
haha!	NON_LINGUISTIC	regex_prefilter
jis	ENGLISH	wordnet_exact
kitanurag	UNCERTAIN_NEEDS_LLM	unresolved
kitni	UNCERTAIN_NEEDS_LLM	unresolved
madan_chikna	NON_LINGUISTIC	regex_prefilter
milta	UNCERTAIN_NEEDS_LLM	unresolved
mom	ENGLISH	wordnet_exact
monday	ENGLISH	wordnet_exact
o	ENGLISH	wordnet_exact
paani	UNCERTAIN_NEEDS_LLM	unresolved
pahle	UNCERTAIN_NEEDS_LLM	unresolved
taraf	UNCERTAIN_NEEDS_LLM	unresolved
true	ENGLISH	wordnet_exact
tweeterrant	UNCERTAIN_NEEDS_LLM	unresolved
unhe	UNCERTAIN_NEEDS_LLM	unresolved
<3	NON_LINGUISTIC	regex_prefilter
better	ENGLISH	wordnet_exact
birthday	ENGLISH	wordnet_exact
cricket	ENGLISH	wordnet_exact
dhaval241086	NON_LINGUISTIC	regex_prefilter
did	ENGLISH	wordnet_exact
even	ENGLISH	wordnet_exact
hume	ENGLISH	wordnet_exact
insaan	UNCERTAIN_NEEDS_LLM	unresolved
ise	UNCERTAIN_NEEDS_LLM	unresolved
kapoor	UNCERTAIN_NEEDS_LLM	unresolved
karwa	UNCERTAIN_NEEDS_LLM	unresolved
ladke	UNCERTAIN_NEEDS_LLM	unresolved
lekar	UNCERTAIN_NEEDS_LLM	unresolved
leta	UNCERTAIN_NEEDS_LLM	unresolved
mein.	NON_LINGUISTIC	regex_prefilter
miss_ankiita	NON_LINGUISTIC	regex_prefilter
mobile	ENGLISH	wordnet_exact
old	ENGLISH	wordnet_exact
padh	UNCERTAIN_NEEDS_LLM	unresolved
police	ENGLISH	wordnet_exact
pura	UNCERTAIN_NEEDS_LLM	unresolved
said	ENGLISH	wordnet_exact
story	ENGLISH	wordnet_exact
thodi	UNCERTAIN_NEEDS_LLM	unresolved
yehi	UNCERTAIN_NEEDS_LLM	unresolved
20	NON_LINGUISTIC	regex_prefilter
_sandsurfer	NON_LINGUISTIC	regex_prefilter
badal	UNCERTAIN_NEEDS_LLM	unresolved
bhi.	NON_LINGUISTIC	regex_prefilter
biwi	UNCERTAIN_NEEDS_LLM	unresolved
chahiye.	NON_LINGUISTIC	regex_prefilter
chai	UNCERTAIN_NEEDS_LLM	unresolved
cute	ENGLISH	wordnet_exact
dp	ENGLISH	wordnet_exact
g	ENGLISH	wordnet_exact
god	ENGLISH	wordnet_exact
hamari	UNCERTAIN_NEEDS_LLM	unresolved
help	ENGLISH	wordnet_exact
hindu	ENGLISH	wordnet_exact
hope	ENGLISH	wordnet_exact
isi	ENGLISH	wordnet_exact
iski	UNCERTAIN_NEEDS_LLM	unresolved
jail	ENGLISH	wordnet_exact
jan	ENGLISH	wordnet_exact
mahine	UNCERTAIN_NEEDS_LLM	unresolved
nazar	UNCERTAIN_NEEDS_LLM	unresolved
om	UNCERTAIN_NEEDS_LLM	unresolved
public	ENGLISH	wordnet_exact
puri	UNCERTAIN_NEEDS_LLM	unresolved
start	ENGLISH	wordnet_exact
tha..	NON_LINGUISTIC	regex_prefilter
wohi	UNCERTAIN_NEEDS_LLM	unresolved
work	ENGLISH	wordnet_exact
7	NON_LINGUISTIC	regex_prefilter
achhe	UNCERTAIN_NEEDS_LLM	unresolved
against	UNCERTAIN_NEEDS_LLM	unresolved
also	ENGLISH	wordnet_exact
baare	UNCERTAIN_NEEDS_LLM	unresolved
baatein	UNCERTAIN_NEEDS_LLM	unresolved
bajrangi	UNCERTAIN_NEEDS_LLM	unresolved
chup	UNCERTAIN_NEEDS_LLM	unresolved
haha,	NON_LINGUISTIC	regex_prefilter
inhe	UNCERTAIN_NEEDS_LLM	unresolved
jaisa	UNCERTAIN_NEEDS_LLM	unresolved
karo.	NON_LINGUISTIC	regex_prefilter
likh	UNCERTAIN_NEEDS_LLM	unresolved
need	ENGLISH	wordnet_exact
never	ENGLISH	wordnet_exact
poora	UNCERTAIN_NEEDS_LLM	unresolved
rakh	UNCERTAIN_NEEDS_LLM	unresolved
saale	ENGLISH	wordnet_exact
sare	UNCERTAIN_NEEDS_LLM	unresolved
than	UNCERTAIN_NEEDS_LLM	unresolved
usko	UNCERTAIN_NEEDS_LLM	unresolved
why	ENGLISH	wordnet_exact
yar	UNCERTAIN_NEEDS_LLM	unresolved
any	ENGLISH	wordnet_exact
baal	ENGLISH	wordnet_exact
baby	ENGLISH	wordnet_exact
bhai?	NON_LINGUISTIC	regex_prefilter
bi	ENGLISH	wordnet_exact
follow	ENGLISH	wordnet_exact
guessthesong	UNCERTAIN_NEEDS_LLM	unresolved
gye	UNCERTAIN_NEEDS_LLM	unresolved
hit	ENGLISH	wordnet_exact
hu,	NON_LINGUISTIC	regex_prefilter
jahan	UNCERTAIN_NEEDS_LLM	unresolved
kasam	UNCERTAIN_NEEDS_LLM	unresolved
khane	UNCERTAIN_NEEDS_LLM	unresolved
krte	UNCERTAIN_NEEDS_LLM	unresolved
kumar	UNCERTAIN_NEEDS_LLM	unresolved
maaf	UNCERTAIN_NEEDS_LLM	unresolved
madam	ENGLISH	wordnet_exact
mann	ENGLISH	wordnet_exact
mar	ENGLISH	wordnet_exact
media	ENGLISH	wordnet_exact
mei	ENGLISH	wordnet_exact
mili	UNCERTAIN_NEEDS_LLM	unresolved
na,	NON_LINGUISTIC	regex_prefilter
neend	UNCERTAIN_NEEDS_LLM	unresolved
power	ENGLISH	wordnet_exact
reh	UNCERTAIN_NEEDS_LLM	unresolved
rohit	UNCERTAIN_NEEDS_LLM	unresolved
should	UNCERTAIN_NEEDS_LLM	unresolved
si	ENGLISH	wordnet_exact
socha	UNCERTAIN_NEEDS_LLM	unresolved
tha,	NON_LINGUISTIC	regex_prefilter
thursday	ENGLISH	wordnet_exact
wahan	UNCERTAIN_NEEDS_LLM	unresolved
watch	ENGLISH	wordnet_exact
watching	ENGLISH	wordnet_exact
win	ENGLISH	wordnet_exact
yaar.	NON_LINGUISTIC	regex_prefilter
